housing_type,price,size,price_per_sq,rooms,neighbourhood,website,date
mieszkanie,1397000,104.0,13432.69,6,Ursynów,Domiporta,9/11/2023
mieszkanie,1200000,112.58,10659.09,4,Zimna,Domiporta,9/11/2023
mieszkanie,545000,21.0,25952.38,1,Wola,Domiporta,9/11/2023
mieszkanie,750000,37.0,20270.27,2,Mokotów,Domiporta,9/11/2023
mieszkanie,720000,38.62,18643.19,2,Wola,Domiporta,9/11/2023
mieszkanie,1100000,56.7,19400.35,2,Mokotów,Domiporta,9/11/2023
mieszkanie,830000,40.75,20368.1,2,Mokotów,Domiporta,9/11/2023
mieszkanie,855000,42.92,19920.78,2,Mokotów,Domiporta,9/11/2023
mieszkanie,1250000,100.1,12487.51,4,Ursynów,Domiporta,9/11/2023
mieszkanie,719000,39.0,18435.9,2,Śródmieście,Domiporta,9/11/2023
mieszkanie,750000,35.0,21428.57,2,Śródmieście,Domiporta,9/11/2023
mieszkanie,720000,36.0,20000.0,2,Śródmieście,Domiporta,9/11/2023
mieszkanie,820000,56.6,14487.63,3,Praga,Domiporta,9/11/2023
mieszkanie,650000,46.5,13978.49,2,Wilanów,Domiporta,9/11/2023
mieszkanie,1200000,40.0,30000.0,2,Śródmieście,Domiporta,9/11/2023
mieszkanie,915000,55.5,16486.49,2,Ochota,Domiporta,9/11/2023
mieszkanie,850000,50.0,17000.0,2,Śródmieście,Domiporta,9/11/2023
mieszkanie,1500000,95.7,15673.98,4,Ochota,Domiporta,9/11/2023
mieszkanie,1420000,91.0,15604.4,3,Mokotów,Domiporta,9/11/2023
mieszkanie,794200,36.1,22000.0,2,Wola,Domiporta,9/11/2023
mieszkanie,1324610,88.9,14900.0,4,Ochota,Domiporta,9/11/2023
mieszkanie,1953000,60.17,32458.04,2,Śródmieście,Domiporta,9/11/2023
mieszkanie,830000,42.4,19575.47,1,Śródmieście,Domiporta,9/11/2023
mieszkanie,330000,36.0,9166.67,2,Ołówkowa,Domiporta,9/11/2023
mieszkanie,690000,77.0,8961.04,3,Wawer,Domiporta,9/11/2023
mieszkanie,730000,56.0,13035.71,3,Żoliborz,Domiporta,9/11/2023
mieszkanie,520000,40.74,12763.87,2,Włochy,Domiporta,9/11/2023
mieszkanie,1240000,53.0,23396.23,3,Wilanów,Domiporta,9/11/2023
mieszkanie,799000,55.75,14331.84,2,Mokotów,Domiporta,9/11/2023
mieszkanie,720000,60.0,12000.0,3,Praga,Domiporta,9/11/2023
mieszkanie,800000,49.98,16006.4,2,Praga,Domiporta,9/11/2023
mieszkanie,730000,62.0,11774.19,3,Praga,Domiporta,9/11/2023
mieszkanie,819000,83.75,9779.1,4,Rembertów,Domiporta,9/11/2023
mieszkanie,678600,39.0,17400.0,2,Mokotów,Domiporta,9/11/2023
mieszkanie,799000,52.1,15335.89,2,Ochota,Domiporta,9/11/2023
mieszkanie,1150000,85.0,13529.0,3,Ursynów,Morizon,9/11/2023
mieszkanie,2480000,108.0,22963.0,4,Stary Mokotów,Morizon,9/11/2023
mieszkanie,644000,46.0,13849.0,3,Praga-Południe,Morizon,9/11/2023
mieszkanie,649000,52.0,12266.0,3,Ursynów,Morizon,9/11/2023
mieszkanie,1049000,79.0,13228.0,4,Praga-Południe,Morizon,9/11/2023
mieszkanie,1020000,53.0,19065.0,3,Służewiec,Morizon,9/11/2023
mieszkanie,840000,56.0,14947.0,3,Mokotów,Morizon,9/11/2023
kawalerka,550000,21.0,25311.0,1,Mokotów,Morizon,9/11/2023
mieszkanie,3000000,135.0,22222.0,5,Mokotów,Morizon,9/11/2023
mieszkanie,1299000,66.0,19537.0,3,Wilanów,Morizon,9/11/2023
mieszkanie,2750000,109.0,25091.0,3,Żoliborz,Morizon,9/11/2023
mieszkanie,1120000,81.0,13803.0,4,Włochy,Morizon,9/11/2023
mieszkanie,1300000,77.0,16740.0,4,Ochota,Morizon,9/11/2023
mieszkanie,880000,50.0,17485.0,2,Muranów,Morizon,9/11/2023
mieszkanie,2000000,104.0,19231.0,5,Wilanów,Morizon,9/11/2023
mieszkanie,967777,103.0,9396.0,4,Stary Rembertów,Morizon,9/11/2023
mieszkanie,929000,73.0,12593.0,6,Gocław,Morizon,9/11/2023
mieszkanie,1250000,47.0,26596.0,2,Śródmieście,Morizon,9/11/2023
mieszkanie,675000,40.0,16646.0,2,Wola,Morizon,9/11/2023
mieszkanie,1650000,61.0,26829.0,2,Śródmieście,Morizon,9/11/2023
mieszkanie,920000,60.0,15333.0,3,Ursus,Morizon,9/11/2023
mieszkanie,1850283,77.0,23850.0,3,Stary Żoliborz,Morizon,9/11/2023
mieszkanie,819000,48.0,17062.0,2,Muranów,Morizon,9/11/2023
mieszkanie,1890000,98.0,19095.0,5,Śródmieście Południowe,Morizon,9/11/2023
